Year,Area,Item,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
2021,Argentina,Maize,2666,86,29.67,2394.1
2021,Argentina,Barley,2293,367,28.57,3169.7
2021,Argentina,Soybean,902,247,17.29,1535.7
2022,India,Wheat,789,218,33.02,1126.0
2022,India,Rice,594,378,31.63,1778.9
2022,India,Maize,2017,46,26.66,2006.0
2022,India,Barley,744,67,16.21,754.1
2022,India,Soybean,1041,177,21.06,1227.2
2022,USA,Wheat,1942,46,29.6,1878.6
2022,USA,Rice,362,159,29.63,1008.3
2022,USA,Maize,1528,269,24.76,1646.8
2022,USA,Barley,1174,319,10.71,2457.1
2022,USA,Soybean,1122,12,20.24,1472.2
2022,Brazil,Wheat,420,394,33.1,1133.0
2022,Brazil,Rice,1307,422,11.76,2485.0
2022,Brazil,Maize,2368,251,32.04,2696.0
2022,Brazil,Barley,2650,93,21.16,3057.4
2022,Brazil,Soybean,368,138,17.75,835.9
2022,China,Wheat,2630,321,23.83,3171.7
2022,China,Rice,576,70,18.84,463.4
2022,China,Maize,2500,246,17.69,2858.1
2022,China,Barley,866,361,29.66,1739.2
2022,China,Soybean,2325,186,22.64,2811.6
2022,Australia,Wheat,2444,378,12.56,2721.6
2022,Australia,Rice,1329,118,22.58,1734.4
2022,Australia,Maize,2772,127,29.86,2259.0
2022,Australia,Barley,2812,85,31.47,3066.9
2022,Australia,Soybean,2761,322,10.33,3205.5
2022,Nigeria,Wheat,1608,248,26.84,2166.0
2022,Nigeria,Rice,794,121,12.94,1147.8
2022,Nigeria,Maize,896,459,23.3,2020.8
2022,Nigeria,Barley,1929,159,23.53,2038.9
2022,Nigeria,Soybean,1020,135,14.14,1881.6
2022,Argentina,Wheat,798,471,13.04,1564.0
2022,Argentina,Rice,973,210,15.3,1055.4
2022,Argentina,Maize,2553,176,11.44,3037.0
2022,Argentina,Barley,446,127,15.49,866.9
2022,Argentina,Soybean,1987,81,34.66,1541.0
